GAME_ID,GAME_EVENT_ID,PERIOD,ACTION_TYPE,SHOT_TYPE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,GAME_TYPE,MINUTES_RE
0022100010,22,1,Reverse Layup Shot,2,0,-9,0,1,20.10.2021,SAS,ORL,2021-22,R,10:14
0022100010,40,1,Layup Shot,2,4,29,37,1,20.10.2021,SAS,ORL,2021-22,R,08:27
0022100010,259,2,Pullup Jump shot,2,8,49,72,0,20.10.2021,SAS,ORL,2021-22,R,06:47
0022100010,364,2,Jump Shot,3,26,-100,240,0,20.10.2021,SAS,ORL,2021-22,R,01:09
0022100010,450,3,Jump Shot,3,25,169,189,0,20.10.2021,SAS,ORL,2021-22,R,07:02
0022100010,567,4,Driving Finger Roll Layup Shot,2,0,7,-6,1,20.10.2021,SAS,ORL,2021-22,R,09:54
0022100010,628,4,Cutting Layup Shot,2,2,-20,-3,1,20.10.2021,SAS,ORL,2021-22,R,05:25
0022100010,675,4,Driving Dunk Shot,2,1,7,13,1,20.10.2021,SAS,ORL,2021-22,R,02:18
0022100010,700,4,Layup Shot,2,4,28,38,1,20.10.2021,SAS,ORL,2021-22,R,00:14
0022100018,62,1,Driving Layup Shot,2,3,31,24,0,22.10.2021,ORL,NYK,2021-22,R,11:48
0022100018,8,1,Floating Jump shot,2,7,-67,40,0,22.10.2021,ORL,NYK,2021-22,R,11:44
0022100018,37,1,Hook Shot,2,5,7,59,0,22.10.2021,ORL,NYK,2021-22,R,08:16
0022100018,83,1,Jump Shot,3,25,127,226,0,22.10.2021,ORL,NYK,2021-22,R,05:27
0022100018,206,2,Jump Shot,3,26,16,264,1,22.10.2021,ORL,NYK,2021-22,R,10:00
0022100018,271,2,Jump Shot,3,24,-113,220,1,22.10.2021,ORL,NYK,2021-22,R,05:05
0022100018,278,2,Pullup Jump shot,2,12,-37,119,1,22.10.2021,ORL,NYK,2021-22,R,04:31
0022100018,292,2,Driving Hook Shot,2,6,-2,63,0,22.10.2021,ORL,NYK,2021-22,R,03:57
0022100018,379,3,Putback Layup Shot,2,3,-31,10,1,22.10.2021,ORL,NYK,2021-22,R,09:10
0022100018,409,3,Running Jump Shot,3,25,191,162,1,22.10.2021,ORL,NYK,2021-22,R,06:26
0022100018,457,3,Jump Shot,3,26,-148,221,1,22.10.2021,ORL,NYK,2021-22,R,02:29
0022100018,654,4,Running Layup Shot,2,4,-5,43,0,22.10.2021,ORL,NYK,2021-22,R,00:54
0022100036,74,1,Jump Shot,3,24,-227,100,0,24.10.2021,NYK,ORL,2021-22,R,06:16
0022100036,83,1,Jump Shot,3,26,147,218,0,24.10.2021,NYK,ORL,2021-22,R,05:39
0022100036,87,1,Cutting Dunk Shot,2,0,1,7,1,24.10.2021,NYK,ORL,2021-22,R,05:13
0022100036,255,2,Reverse Layup Shot,2,1,15,8,1,24.10.2021,NYK,ORL,2021-22,R,04:41
0022100036,288,2,Running Dunk Shot,2,0,0,2,1,24.10.2021,NYK,ORL,2021-22,R,02:38
0022100036,296,2,Jump Shot,3,25,77,244,1,24.10.2021,NYK,ORL,2021-22,R,02:07
0022100036,345,3,Driving Layup Shot,2,5,0,52,0,24.10.2021,NYK,ORL,2021-22,R,11:38
0022100036,481,3,Jump Shot,3,22,-229,-14,0,24.10.2021,NYK,ORL,2021-22,R,01:40
0022100036,489,3,Jump Shot,3,26,137,232,0,24.10.2021,NYK,ORL,2021-22,R,01:02
0022100036,575,4,Layup Shot,2,0,-9,0,0,24.10.2021,NYK,ORL,2021-22,R,07:16
0022100036,633,4,Jump Shot,3,22,229,-13,0,24.10.2021,NYK,ORL,2021-22,R,02:34
0022100045,23,1,Driving Floating Jump Shot,2,8,-56,62,1,25.10.2021,MIA,ORL,2021-22,R,09:55
0022100045,32,1,Jump Shot,3,26,183,195,1,25.10.2021,MIA,ORL,2021-22,R,09:07
0022100045,178,2,Driving Dunk Shot,2,1,-9,8,1,25.10.2021,MIA,ORL,2021-22,R,10:45
0022100045,185,2,Jump Shot,3,27,168,213,0,25.10.2021,MIA,ORL,2021-22,R,10:19
0022100045,212,2,Jump Shot,3,25,-185,182,0,25.10.2021,MIA,ORL,2021-22,R,08:28
0022100045,237,2,Driving Hook Shot,2,6,15,59,1,25.10.2021,MIA,ORL,2021-22,R,06:48
0022100045,240,2,Jump Shot,3,28,-55,279,0,25.10.2021,MIA,ORL,2021-22,R,06:21
0022100045,250,2,Driving Layup Shot,2,1,10,17,0,25.10.2021,MIA,ORL,2021-22,R,05:07
0022100045,263,2,Jump Shot,3,26,-194,176,1,25.10.2021,MIA,ORL,2021-22,R,04:13
0022100045,287,2,Jump Shot,3,25,178,189,0,25.10.2021,MIA,ORL,2021-22,R,02:59
0022100045,332,3,Driving Floating Jump Shot,2,9,-39,90,1,25.10.2021,MIA,ORL,2021-22,R,11:46
0022100045,362,3,Jump Shot,3,25,100,235,0,25.10.2021,MIA,ORL,2021-22,R,09:05
0022100045,567,4,Floating Jump shot,2,9,-43,90,0,25.10.2021,MIA,ORL,2021-22,R,06:27
0022100055,53,1,Driving Finger Roll Layup Shot,2,1,9,16,1,27.10.2021,ORL,CHA,2021-22,R,07:52
0022100055,63,1,Jump Shot,3,26,-128,229,1,27.10.2021,ORL,CHA,2021-22,R,07:18
0022100055,229,2,Jump Shot,3,22,-224,1,1,27.10.2021,ORL,CHA,2021-22,R,07:28
0022100055,245,2,Jump Shot,3,26,53,256,1,27.10.2021,ORL,CHA,2021-22,R,06:02
0022100055,328,3,Driving Finger Roll Layup Shot,2,1,-7,13,1,27.10.2021,ORL,CHA,2021-22,R,11:35
0022100055,564,4,Driving Floating Jump Shot,2,8,-15,84,0,27.10.2021,ORL,CHA,2021-22,R,06:10
0022100055,576,4,Jump Shot,3,27,-10,274,0,27.10.2021,ORL,CHA,2021-22,R,04:32
0022100071,10,1,Jump Shot,3,22,228,28,0,29.10.2021,TOR,ORL,2021-22,R,11:26
0022100071,14,1,Turnaround Jump Shot,2,6,-39,57,0,29.10.2021,TOR,ORL,2021-22,R,10:56
0022100071,41,1,Driving Layup Shot,2,3,-32,12,0,29.10.2021,TOR,ORL,2021-22,R,08:36
0022100071,287,2,Driving Finger Roll Layup Shot,2,2,22,-4,0,29.10.2021,TOR,ORL,2021-22,R,01:35
0022100071,321,3,Driving Hook Shot,2,4,28,29,0,29.10.2021,TOR,ORL,2021-22,R,11:39
0022100071,330,3,Driving Hook Shot,2,5,20,48,1,29.10.2021,TOR,ORL,2021-22,R,10:36
0022100071,360,3,Running Layup Shot,2,6,1,66,0,29.10.2021,TOR,ORL,2021-22,R,07:50
0022100071,379,3,Fadeaway Jump Shot,2,4,44,10,1,29.10.2021,TOR,ORL,2021-22,R,05:58
0022100071,377,3,Driving Hook Shot,2,7,49,53,0,29.10.2021,TOR,ORL,2021-22,R,05:58
0022100071,541,4,Driving Layup Shot,2,2,-12,21,1,29.10.2021,TOR,ORL,2021-22,R,06:34
0022100071,549,4,Pullup Jump shot,2,13,-130,9,0,29.10.2021,TOR,ORL,2021-22,R,05:06
0022100071,634,4,Jump Shot,3,23,237,8,1,29.10.2021,TOR,ORL,2021-22,R,00:33
0022100079,27,1,Jump Shot,3,26,110,239,1,30.10.2021,DET,ORL,2021-22,R,09:35
0022100079,109,1,Driving Hook Shot,2,5,-2,50,1,30.10.2021,DET,ORL,2021-22,R,03:07
0022100079,116,1,Jump Shot,3,27,-131,247,0,30.10.2021,DET,ORL,2021-22,R,02:29
0022100079,127,1,Layup Shot,2,1,-16,4,1,30.10.2021,DET,ORL,2021-22,R,01:30
0022100079,146,1,Step Back Jump shot,3,23,233,27,0,30.10.2021,DET,ORL,2021-22,R,00:05
0022100079,153,2,Layup Shot,2,4,-45,10,0,30.10.2021,DET,ORL,2021-22,R,11:42
0022100079,188,2,Layup Shot,2,2,23,4,0,30.10.2021,DET,ORL,2021-22,R,08:58
0022100079,305,2,Floating Jump shot,2,5,-42,32,0,30.10.2021,DET,ORL,2021-22,R,02:21
0022100079,342,2,Driving Reverse Layup Shot,2,1,17,2,1,30.10.2021,DET,ORL,2021-22,R,00:06
0022100079,383,3,Driving Layup Shot,2,2,-21,5,1,30.10.2021,DET,ORL,2021-22,R,09:50
0022100079,391,3,Jump Shot,3,26,-80,251,1,30.10.2021,DET,ORL,2021-22,R,09:02
0022100079,424,3,Jump Shot,3,26,-143,218,1,30.10.2021,DET,ORL,2021-22,R,06:35
0022100079,436,3,Floating Jump shot,2,3,5,37,1,30.10.2021,DET,ORL,2021-22,R,05:47
0022100079,565,4,Jump Shot,3,25,164,201,0,30.10.2021,DET,ORL,2021-22,R,08:31
0022100079,591,4,Jump Shot,2,9,-53,83,0,30.10.2021,DET,ORL,2021-22,R,05:30
0022100101,23,1,Jump Shot,3,22,-223,13,0,01.11.2021,MIN,ORL,2021-22,R,10:40
0022100101,36,1,Driving Layup Shot,2,5,-28,45,1,01.11.2021,MIN,ORL,2021-22,R,09:37
0022100101,51,1,Jump Shot,3,22,-225,8,0,01.11.2021,MIN,ORL,2021-22,R,08:31
0022100101,86,1,Jump Shot,3,22,227,9,1,01.11.2021,MIN,ORL,2021-22,R,06:20
0022100101,276,2,Driving Layup Shot,2,1,-2,19,0,01.11.2021,MIN,ORL,2021-22,R,06:40
0022100101,327,2,Jump Shot,3,24,183,168,1,01.11.2021,MIN,ORL,2021-22,R,02:39
0022100101,335,2,Jump Shot,3,22,229,17,1,01.11.2021,MIN,ORL,2021-22,R,01:35
0022100101,392,3,Reverse Layup Shot,2,1,13,2,0,01.11.2021,MIN,ORL,2021-22,R,10:11
0022100101,406,3,Turnaround Hook Shot,2,8,-70,54,1,01.11.2021,MIN,ORL,2021-22,R,09:13
0022100101,442,3,Jump Shot,3,24,-202,147,0,01.11.2021,MIN,ORL,2021-22,R,06:40
0022100101,446,3,Driving Layup Shot,2,2,13,16,1,01.11.2021,MIN,ORL,2021-22,R,05:57
0022100101,593,4,Driving Layup Shot,2,1,4,13,1,01.11.2021,MIN,ORL,2021-22,R,05:40
0022100101,604,4,Driving Layup Shot,2,6,13,62,0,01.11.2021,MIN,ORL,2021-22,R,05:02
0022100101,606,4,Jump Shot,3,23,-232,29,1,01.11.2021,MIN,ORL,2021-22,R,04:57
0022100101,617,4,Jump Shot,3,24,218,120,1,01.11.2021,MIN,ORL,2021-22,R,04:07
0022100101,622,4,Driving Dunk Shot,2,1,-2,11,1,01.11.2021,MIN,ORL,2021-22,R,03:38
0022100101,626,4,Driving Layup Shot,2,2,17,18,0,01.11.2021,MIN,ORL,2021-22,R,03:10
0022100101,638,4,Jump Shot,3,24,190,160,0,01.11.2021,MIN,ORL,2021-22,R,02:31
0022100110,13,1,Running Layup Shot,2,2,5,20,1,03.11.2021,ORL,BOS,2021-22,R,10:41
0022100110,26,1,Running Layup Shot,2,4,-22,43,1,03.11.2021,ORL,BOS,2021-22,R,09:11
0022100110,75,1,Jump Shot,3,25,136,221,0,03.11.2021,ORL,BOS,2021-22,R,05:28
0022100110,224,2,Jump Shot,3,24,223,112,0,03.11.2021,ORL,BOS,2021-22,R,06:25
0022100110,253,2,Jump Shot,3,27,-121,247,1,03.11.2021,ORL,BOS,2021-22,R,04:06
0022100110,362,3,Jump Shot,3,24,-67,239,0,03.11.2021,ORL,BOS,2021-22,R,08:25
0022100110,375,3,Jump Shot,3,22,224,37,0,03.11.2021,ORL,BOS,2021-22,R,06:19
0022100110,543,4,Driving Layup Shot,2,1,13,15,1,03.11.2021,ORL,BOS,2021-22,R,06:45
0022100110,592,4,Jump Shot,3,25,87,236,0,03.11.2021,ORL,BOS,2021-22,R,03:36
0022100110,598,4,Jump Shot,3,25,240,84,0,03.11.2021,ORL,BOS,2021-22,R,03:07
0022100125,76,1,Pullup Jump shot,3,25,-153,209,0,05.11.2021,ORL,SAS,2021-22,R,05:09
0022100125,189,2,Driving Layup Shot,2,1,-10,10,0,05.11.2021,ORL,SAS,2021-22,R,09:37
0022100125,201,2,Driving Dunk Shot,2,2,20,1,1,05.11.2021,ORL,SAS,2021-22,R,08:16
0022100125,250,2,Driving Layup Shot,2,7,-77,-4,0,05.11.2021,ORL,SAS,2021-22,R,04:36
0022100125,258,2,Jump Shot,3,22,-222,-48,0,05.11.2021,ORL,SAS,2021-22,R,03:43
0022100125,334,3,Jump Shot,3,27,140,231,0,05.11.2021,ORL,SAS,2021-22,R,10:49
0022100125,355,3,Driving Layup Shot,2,6,-39,50,0,05.11.2021,ORL,SAS,2021-22,R,09:18
0022100125,372,3,Turnaround Hook Shot,2,6,-18,64,1,05.11.2021,ORL,SAS,2021-22,R,07:59
0022100125,572,4,Driving Hook Shot,2,15,15,157,0,05.11.2021,ORL,SAS,2021-22,R,04:44
0022100125,646,4,Jump Shot,3,27,13,272,1,05.11.2021,ORL,SAS,2021-22,R,01:08
0022100125,653,4,Jump Shot,3,24,-241,58,0,05.11.2021,ORL,SAS,2021-22,R,00:11
0022100141,13,1,Driving Layup Shot,2,7,-58,52,1,07.11.2021,ORL,UTA,2021-22,R,10:45
0022100141,57,1,Driving Floating Jump Shot,2,2,2,29,0,07.11.2021,ORL,UTA,2021-22,R,06:59
0022100141,61,1,Running Dunk Shot,2,3,1,36,1,07.11.2021,ORL,UTA,2021-22,R,06:38
0022100141,170,2,Hook Shot,2,5,-2,52,0,07.11.2021,ORL,UTA,2021-22,R,11:12
0022100141,176,2,Floating Jump shot,2,8,25,78,0,07.11.2021,ORL,UTA,2021-22,R,10:43
0022100141,194,2,Driving Layup Shot,2,5,-44,31,1,07.11.2021,ORL,UTA,2021-22,R,09:14
0022100141,197,2,Running Jump Shot,3,24,229,73,0,07.11.2021,ORL,UTA,2021-22,R,08:46
0022100141,278,2,Driving Layup Shot,2,6,40,49,0,07.11.2021,ORL,UTA,2021-22,R,04:09
0022100141,357,3,Driving Finger Roll Layup Shot,2,3,29,14,1,07.11.2021,ORL,UTA,2021-22,R,11:46
0022100141,395,3,Driving Layup Shot,2,4,43,16,0,07.11.2021,ORL,UTA,2021-22,R,08:34
0022100159,61,1,Layup Shot,2,2,12,27,0,10.11.2021,ORL,BKN,2021-22,R,11:30
0022100159,288,2,Tip Layup Shot,2,0,0,0,0,10.11.2021,ORL,BKN,2021-22,R,03:48
0022100159,293,2,Running Jump Shot,3,23,235,0,0,10.11.2021,ORL,BKN,2021-22,R,03:30
0022100159,295,2,Alley Oop Dunk Shot,2,1,10,0,1,10.11.2021,ORL,BKN,2021-22,R,03:25
0022100159,312,2,Running Dunk Shot,2,0,4,9,1,10.11.2021,ORL,BKN,2021-22,R,02:11
0022100159,325,2,Driving Layup Shot,2,1,17,-1,1,10.11.2021,ORL,BKN,2021-22,R,01:12
0022100159,359,3,Driving Layup Shot,2,4,13,44,0,10.11.2021,ORL,BKN,2021-22,R,11:14
0022100159,425,3,Running Dunk Shot,2,1,4,13,1,10.11.2021,ORL,BKN,2021-22,R,05:53
0022100159,570,4,Jump Shot,3,26,15,267,0,10.11.2021,ORL,BKN,2021-22,R,09:37
0022100159,576,4,Jump Shot,3,26,6,260,0,10.11.2021,ORL,BKN,2021-22,R,09:05
0022100159,631,4,Jump Shot,3,25,-206,152,0,10.11.2021,ORL,BKN,2021-22,R,04:16
0022100187,21,1,Driving Layup Shot,2,4,39,10,0,13.11.2021,ORL,WAS,2021-22,R,10:04
0022100187,48,1,Driving Reverse Layup Shot,2,3,31,9,0,13.11.2021,ORL,WAS,2021-22,R,08:20
0022100187,70,1,Driving Layup Shot,2,1,-18,0,0,13.11.2021,ORL,WAS,2021-22,R,05:56
0022100187,184,2,Driving Floating Jump Shot,2,9,50,84,0,13.11.2021,ORL,WAS,2021-22,R,10:55
0022100187,361,3,Jump Shot,3,26,154,215,0,13.11.2021,ORL,WAS,2021-22,R,10:10
0022100187,375,3,Running Reverse Layup Shot,2,3,23,27,1,13.11.2021,ORL,WAS,2021-22,R,08:58
0022100187,379,3,Running Layup Shot,2,3,-15,32,0,13.11.2021,ORL,WAS,2021-22,R,08:35
0022100187,381,3,Putback Layup Shot,2,5,-15,49,0,13.11.2021,ORL,WAS,2021-22,R,08:33
0022100187,520,4,Driving Layup Shot,2,5,-44,32,0,13.11.2021,ORL,WAS,2021-22,R,10:33
0022100187,562,4,Driving Dunk Shot,2,4,-7,48,1,13.11.2021,ORL,WAS,2021-22,R,07:39
0022100187,577,4,Cutting Layup Shot,2,6,-29,59,0,13.11.2021,ORL,WAS,2021-22,R,05:55
0022100202,7,1,Driving Layup Shot,2,4,26,34,0,15.11.2021,ATL,ORL,2021-22,R,11:44
0022100202,10,1,Driving Floating Jump Shot,2,8,29,81,0,15.11.2021,ATL,ORL,2021-22,R,11:31
0022100202,30,1,Cutting Layup Shot,2,1,4,16,1,15.11.2021,ATL,ORL,2021-22,R,09:14
0022100202,53,1,Driving Layup Shot,2,1,13,12,0,15.11.2021,ATL,ORL,2021-22,R,06:34
0022100202,127,1,Reverse Layup Shot,2,1,2,16,0,15.11.2021,ATL,ORL,2021-22,R,02:23
0022100202,207,2,Driving Layup Shot,2,15,-93,130,0,15.11.2021,ATL,ORL,2021-22,R,07:47
0022100202,240,2,Driving Layup Shot,2,3,-17,29,0,15.11.2021,ATL,ORL,2021-22,R,05:54
0022100202,254,2,Cutting Dunk Shot,2,2,0,20,1,15.11.2021,ATL,ORL,2021-22,R,04:53
0022100202,402,3,Cutting Dunk Shot,2,1,-2,-18,1,15.11.2021,ATL,ORL,2021-22,R,06:58
0022100202,538,4,Jump Shot,3,22,-225,35,1,15.11.2021,ATL,ORL,2021-22,R,08:33
0022100202,543,4,Jump Shot,3,24,-7,246,0,15.11.2021,ATL,ORL,2021-22,R,07:50
0022100202,560,4,Pullup Jump shot,3,24,4,246,1,15.11.2021,ATL,ORL,2021-22,R,06:50
0022100202,606,4,Driving Layup Shot,2,0,-7,-6,1,15.11.2021,ATL,ORL,2021-22,R,04:22
0022100202,630,4,Floating Jump shot,2,5,13,57,1,15.11.2021,ATL,ORL,2021-22,R,03:07
0022100218,26,1,Driving Floating Bank Jump Shot,2,1,1,13,1,17.11.2021,NYK,ORL,2021-22,R,10:01
0022100218,39,1,Layup Shot,2,2,-23,11,0,17.11.2021,NYK,ORL,2021-22,R,09:14
0022100218,46,1,Driving Layup Shot,2,2,23,-13,0,17.11.2021,NYK,ORL,2021-22,R,08:43
0022100218,208,2,Driving Layup Shot,2,1,12,7,0,17.11.2021,NYK,ORL,2021-22,R,08:51
0022100218,234,2,Jump Shot,3,25,151,200,1,17.11.2021,NYK,ORL,2021-22,R,07:13
0022100218,275,2,Driving Floating Jump Shot,2,14,-18,141,1,17.11.2021,NYK,ORL,2021-22,R,03:19
0022100218,286,2,Driving Layup Shot,2,0,7,0,0,17.11.2021,NYK,ORL,2021-22,R,02:07
0022100218,385,3,Jump Shot,3,26,154,210,0,17.11.2021,NYK,ORL,2021-22,R,06:37
0022100218,550,4,Driving Reverse Layup Shot,2,1,12,11,1,17.11.2021,NYK,ORL,2021-22,R,08:23
0022100218,582,4,Cutting Layup Shot,2,3,15,27,1,17.11.2021,NYK,ORL,2021-22,R,05:24
0022100218,627,4,Driving Dunk Shot,2,1,2,14,1,17.11.2021,NYK,ORL,2021-22,R,01:45
0022100233,17,1,Step Back Jump shot,3,25,-53,253,0,19.11.2021,BKN,ORL,2021-22,R,10:53
0022100233,189,2,Jump Shot,3,23,-229,26,0,19.11.2021,BKN,ORL,2021-22,R,10:44
0022100233,217,2,Driving Hook Shot,2,9,77,48,0,19.11.2021,BKN,ORL,2021-22,R,08:23
0022100233,221,2,Driving Finger Roll Layup Shot,2,4,-28,33,1,19.11.2021,BKN,ORL,2021-22,R,07:57
0022100233,225,2,Cutting Layup Shot,2,3,-4,33,1,19.11.2021,BKN,ORL,2021-22,R,07:16
0022100233,385,3,Driving Floating Jump Shot,2,5,50,24,0,19.11.2021,BKN,ORL,2021-22,R,07:59
0022100233,402,3,Pullup Jump shot,2,17,137,109,1,19.11.2021,BKN,ORL,2021-22,R,06:55
0022100233,406,3,Jump Shot,3,28,129,258,0,19.11.2021,BKN,ORL,2021-22,R,06:02
0022100233,416,3,Jump Shot,3,22,-223,8,1,19.11.2021,BKN,ORL,2021-22,R,05:08
0022100233,437,3,Hook Shot,2,2,6,26,0,19.11.2021,BKN,ORL,2021-22,R,03:28
0022100233,590,4,Jump Shot,3,25,168,194,1,19.11.2021,BKN,ORL,2021-22,R,05:11
0022100233,609,4,Jump Shot,3,25,-189,168,0,19.11.2021,BKN,ORL,2021-22,R,04:10
0022100233,639,4,Driving Reverse Layup Shot,2,3,-18,26,0,19.11.2021,BKN,ORL,2021-22,R,02:24
0022100244,7,1,Pullup Jump shot,2,20,-34,198,0,20.11.2021,MIL,ORL,2021-22,R,11:39
0022100244,30,1,Running Jump Shot,3,23,-230,17,1,20.11.2021,MIL,ORL,2021-22,R,09:36
0022100244,38,1,Driving Floating Jump Shot,2,5,38,34,0,20.11.2021,MIL,ORL,2021-22,R,08:44
0022100244,144,1,Jump Shot,3,25,-140,211,0,20.11.2021,MIL,ORL,2021-22,R,01:44
0022100258,67,1,Pullup Jump shot,3,25,77,242,0,22.11.2021,MIL,ORL,2021-22,R,06:54
0022100258,156,1,Driving Layup Shot,2,1,1,11,0,22.11.2021,MIL,ORL,2021-22,R,01:43
0022100258,159,1,Driving Hook Shot,2,6,43,42,0,22.11.2021,MIL,ORL,2021-22,R,01:18
0022100258,231,2,Driving Layup Shot,2,2,-2,29,0,22.11.2021,MIL,ORL,2021-22,R,07:58
0022100258,347,2,Putback Layup Shot,2,2,16,13,0,22.11.2021,MIL,ORL,2021-22,R,07:56
0022100258,256,2,Driving Floating Jump Shot,2,7,25,68,0,22.11.2021,MIL,ORL,2021-22,R,06:25
0022100258,278,2,Pullup Jump shot,3,26,-96,242,0,22.11.2021,MIL,ORL,2021-22,R,04:56
0022100258,389,3,Pullup Jump shot,3,27,-119,244,0,22.11.2021,MIL,ORL,2021-22,R,09:01
0022100258,416,3,Driving Layup Shot,2,7,-40,60,0,22.11.2021,MIL,ORL,2021-22,R,07:15
0022100269,14,1,Driving Layup Shot,2,3,-17,35,0,24.11.2021,ORL,CHA,2021-22,R,11:14
0022100269,17,1,Driving Floating Jump Shot,2,5,-12,55,1,24.11.2021,ORL,CHA,2021-22,R,11:04
0022100269,53,1,Driving Layup Shot,2,3,-2,32,0,24.11.2021,ORL,CHA,2021-22,R,08:05
0022100269,61,1,Driving Layup Shot,2,0,-7,-1,0,24.11.2021,ORL,CHA,2021-22,R,07:42
0022100269,67,1,Putback Layup Shot,2,2,26,11,1,24.11.2021,ORL,CHA,2021-22,R,07:35
0022100269,302,2,Turnaround Hook Shot,2,4,-42,26,1,24.11.2021,ORL,CHA,2021-22,R,04:25
0022100269,314,2,Driving Layup Shot,2,3,-16,36,0,24.11.2021,ORL,CHA,2021-22,R,03:45
0022100269,363,3,Jump Shot,3,26,-123,237,1,24.11.2021,ORL,CHA,2021-22,R,11:06
0022100269,371,3,Turnaround Hook Shot,2,9,1,95,0,24.11.2021,ORL,CHA,2021-22,R,10:06
0022100269,437,3,Pullup Jump shot,3,26,72,258,1,24.11.2021,ORL,CHA,2021-22,R,05:07
0022100269,599,4,Driving Floating Jump Shot,2,9,2,92,1,24.11.2021,ORL,CHA,2021-22,R,05:38
0022100269,667,4,Running Layup Shot,2,4,-5,44,1,24.11.2021,ORL,CHA,2021-22,R,00:05
0022100283,7,1,Driving Layup Shot,2,5,48,34,0,26.11.2021,ORL,CHI,2021-22,R,11:41
0022100283,24,1,Floating Jump shot,2,7,43,57,1,26.11.2021,ORL,CHI,2021-22,R,09:52
0022100283,39,1,Driving Layup Shot,2,4,33,27,0,26.11.2021,ORL,CHI,2021-22,R,08:35
0022100283,61,1,Driving Layup Shot,2,3,26,25,1,26.11.2021,ORL,CHI,2021-22,R,06:08
0022100283,77,1,Jump Shot,3,25,109,236,0,26.11.2021,ORL,CHI,2021-22,R,04:47
0022100283,207,2,Cutting Finger Roll Layup Shot,2,5,-22,52,1,26.11.2021,ORL,CHI,2021-22,R,08:00
0022100283,253,2,Step Back Jump shot,3,26,-22,262,0,26.11.2021,ORL,CHI,2021-22,R,04:06
0022100283,275,2,Driving Finger Roll Layup Shot,2,5,-17,55,0,26.11.2021,ORL,CHI,2021-22,R,02:54
0022100283,302,2,Running Layup Shot,2,2,-15,16,1,26.11.2021,ORL,CHI,2021-22,R,01:06
0022100283,349,3,Driving Layup Shot,2,3,32,8,0,26.11.2021,ORL,CHI,2021-22,R,10:09
0022100283,354,3,Driving Layup Shot,2,1,16,9,0,26.11.2021,ORL,CHI,2021-22,R,09:32
0022100283,358,3,Jump Shot,3,25,103,234,0,26.11.2021,ORL,CHI,2021-22,R,09:14
0022100283,382,3,Driving Finger Roll Layup Shot,2,3,12,34,1,26.11.2021,ORL,CHI,2021-22,R,07:01
0022100283,486,3,Cutting Dunk Shot,2,0,0,6,1,26.11.2021,ORL,CHI,2021-22,R,00:04
