GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,GAME_TYPE
Shot Chart Detail,0022100079,591,1630532,Franz Wagner,1610612753,Orlando Magic,4,5,30,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,9,-53,83,1,0,20211030,DET,ORL,2021-22,R
Shot Chart Detail,0022100101,23,1630532,Franz Wagner,1610612753,Orlando Magic,1,10,40,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-223,13,1,0,20211101,MIN,ORL,2021-22,R
Shot Chart Detail,0022100101,36,1630532,Franz Wagner,1610612753,Orlando Magic,1,9,37,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-28,45,1,1,20211101,MIN,ORL,2021-22,R
Shot Chart Detail,0022100101,51,1630532,Franz Wagner,1610612753,Orlando Magic,1,8,31,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-225,8,1,0,20211101,MIN,ORL,2021-22,R
Shot Chart Detail,0022100101,86,1630532,Franz Wagner,1610612753,Orlando Magic,1,6,20,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,227,9,1,1,20211101,MIN,ORL,2021-22,R
Shot Chart Detail,0022100101,276,1630532,Franz Wagner,1610612753,Orlando Magic,2,6,40,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,19,1,0,20211101,MIN,ORL,2021-22,R
Shot Chart Detail,0022100101,327,1630532,Franz Wagner,1610612753,Orlando Magic,2,2,39,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,183,168,1,1,20211101,MIN,ORL,2021-22,R
Shot Chart Detail,0022100101,335,1630532,Franz Wagner,1610612753,Orlando Magic,2,1,35,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,229,17,1,1,20211101,MIN,ORL,2021-22,R
Shot Chart Detail,0022100101,392,1630532,Franz Wagner,1610612753,Orlando Magic,3,10,11,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,2,1,0,20211101,MIN,ORL,2021-22,R
Shot Chart Detail,0022100101,406,1630532,Franz Wagner,1610612753,Orlando Magic,3,9,13,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-70,54,1,1,20211101,MIN,ORL,2021-22,R
Shot Chart Detail,0022100101,442,1630532,Franz Wagner,1610612753,Orlando Magic,3,6,40,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-202,147,1,0,20211101,MIN,ORL,2021-22,R
Shot Chart Detail,0022100101,446,1630532,Franz Wagner,1610612753,Orlando Magic,3,5,57,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,13,16,1,1,20211101,MIN,ORL,2021-22,R
Shot Chart Detail,0022100101,593,1630532,Franz Wagner,1610612753,Orlando Magic,4,5,40,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,13,1,1,20211101,MIN,ORL,2021-22,R
Shot Chart Detail,0022100101,604,1630532,Franz Wagner,1610612753,Orlando Magic,4,5,2,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,13,62,1,0,20211101,MIN,ORL,2021-22,R
Shot Chart Detail,0022100101,606,1630532,Franz Wagner,1610612753,Orlando Magic,4,4,57,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,29,1,1,20211101,MIN,ORL,2021-22,R
Shot Chart Detail,0022100101,617,1630532,Franz Wagner,1610612753,Orlando Magic,4,4,7,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,218,120,1,1,20211101,MIN,ORL,2021-22,R
Shot Chart Detail,0022100101,622,1630532,Franz Wagner,1610612753,Orlando Magic,4,3,38,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,11,1,1,20211101,MIN,ORL,2021-22,R
Shot Chart Detail,0022100101,626,1630532,Franz Wagner,1610612753,Orlando Magic,4,3,10,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,17,18,1,0,20211101,MIN,ORL,2021-22,R
Shot Chart Detail,0022100101,638,1630532,Franz Wagner,1610612753,Orlando Magic,4,2,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,190,160,1,0,20211101,MIN,ORL,2021-22,R
Shot Chart Detail,0022100110,13,1630532,Franz Wagner,1610612753,Orlando Magic,1,10,41,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,5,20,1,1,20211103,ORL,BOS,2021-22,R
